item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path
Air Jordan 2 Retro J Balvin,Jordan,300,2022-09-15,173,250,1500,101,0.098985,5309,-0.216,280,236,feetflix/Jordan 2 Retro J Balvin.jpg
Air Jordan 1 Retro High OG Taxi GS,Jordan,130,2022-09-24,110,121,208,83,0.103414,4945,0.023,135,133,feetflix/Jordan 1 Retro High OG Taxi GS.jpg
Nike Dunk Low Snakeskin Washed Teal Bleached Coral,Nike,120,2022-07-27,128,150,282,76,0.090482,4864,0.117,141,134,feetflix/Nike Dunk Low Snakeskin Washed Teal Bleached Coral.jpg
adidas Yeezy Boost 350 V2 Mono Cinder,adidas,220,2021-06-24,142,290,713,93,0.277586,4590,0.386,261,305,feetflix/adidas Yeezy Boost 350 V2 Mono Cinder.jpg
Nike Dunk Low Next Nature Homer Simpson GS,Nike,90,2022-08-10,88,108,161,71,0.108749,4525,0.262,114,114,feetflix/Nike Dunk Low Next Nature Homer Simpson GS.jpg
Air Jordan 1 Low Tie-Dye,Jordan,110,2022-06-23,100,125,237,75,0.103144,4221,0.29,127,142,feetflix/Jordan 1 Low Tie-Dye.jpg
New Balance 550 White Grey GS,New Balance,80,2022-07-13,81,85,215,69,0.168132,4174,0.043,103,84,feetflix/New Balance 550 White Grey GS.jpg
Nike Air Max 1 Patta Waves White,Nike,160,2022-08-26,249,327,617,186,0.067461,3940,0.844,281,295,feetflix/Nike Air Max 1 Patta Waves White.jpg
adidas Yeezy Boost 350 V2 Cream,adidas,220,2017-04-29,350,511,1004,207,0.16521,3519,1.482,394,546,feetflix/adidas Yeezy Boost 350 V2 Cream.jpg
Nike Dunk Low SE Easter Candy W,Nike,110,2021-06-25,157,260,520,118,0.293192,3468,0.905,218,210,feetflix/Nike Dunk Low SE Easter Candy W.jpg
Nike Air Max 1 Patta Waves Noise Aqua (with Bracelet),Nike,160,2021-11-04,168,335,517,135,0.210435,3176,0.531,302,245,feetflix/Nike Air Max 1 Patta Waves Noise Aqua (with Bracelet).jpg
Nike Air Max 97 Triple Black,Nike,160,2018-12-14,129,140,276,61,0.2072,3025,-0.201,156,128,feetflix/Nike Air Max 97 Triple Black.jpg
Nike Dunk Low SE Jackpot GS,Nike,80,2022-08-31,128,152,211,85,0.079666,2872,0.963,148,157,feetflix/Nike Dunk Low SE Jackpot GS.jpg
Air Jordan 1 Low OG Bleached Coral GS,Jordan,130,2022-07-02,168,255,287,110,0.142482,2439,1.054,147,267,feetflix/Jordan 1 Low OG Bleached Coral GS.jpg
Air Jordan 1 Low Purple Magenta W,Jordan,110,2021-03-27,157,238,341,115,0.205087,2154,0.536,182,169,feetflix/Jordan 1 Low Purple Magenta W.jpg
UGG Tasman Slipper Driftwood W,UGG,100,2022-12-07,106,125,300,94,0.121595,2150,0.33,153,133,feetflix/UGG Tasman Slipper Driftwood W.jpg
Nike Dunk Low Prism Pink (2017/2022) GS,Nike,85,2017-07-01,85,100,181,49,0.118082,1896,0.138,100,97,feetflix/Nike Dunk Low Prism Pink (2017-2022) GS.jpg
adidas Yeezy Boost 350 V2 Tail Light,adidas,220,2020-02-22,286,402,660,225,0.16274,1593,0.727,404,380,feetflix/adidas Yeezy Boost 350 V2 Tail Light.jpg
Nike Dunk Low SE 85 Double Swoosh Sail Orange W,Nike,100,2022-08-06,163,202,256,83,0.06786,1587,0.68,148,168,feetflix/Nike Dunk Low SE 85 Double Swoosh Sail Orange W.jpg
New Balance 9060 Bodega Age of Discovery,New Balance,180,2022-12-10,210,290,441,147,0.162093,1378,0.261,249,227,feetflix/New Balance 9060 Bodega Age of Discovery.jpg
Air Jordan 1 Retro High OG Twist 2.0 Medium Grey W,Jordan,180,2022-12-22,101,123,369,90,0.089159,1346,-0.317,143,123,feetflix/Jordan 1 Retro High OG Twist 2.0 Medium Grey W.jpg
New Balance 990v6 MiUSA Grey,New Balance,200,2022-11-04,165,177,420,119,0.138824,1116,-0.135,209,173,feetflix/New Balance 990v6 MiUSA Grey.jpg
Nike Air Max 1 Gorge Green W,Nike,160,2022-09-30,91,130,316,57,0.0,1003,-0.3,134,112,feetflix/Nike Air Max 1 Gorge Green W.jpg
Nike Free Metcon 4 Black White W,Nike,120,2021-03-30,65,110,203,25,0.168204,858,0.008,105,121,feetflix/Nike Free Metcon 4 Black White W.jpg
Nike Air Zoom Maxfly Mint Foam,Nike,180,2022-07-12,219,200,371,115,0.104166,535,0.372,232,247,feetflix/Nike Air Zoom Maxfly Mint Foam.jpg
Nike Dunk Low Mink and Jewels W,Nike,110,2022-11-05,132,205,327,119,0.298534,200,0.406,189,155,feetflix/Nike Dunk Low Mink and Jewels W.jpg
Nike Air Jordan Air Ship PE SP Pine Green,Nike,140,2023-03-01,119,125,197,111,0.079622,87,0.099,147,154,feetflix/Nike Jordan Air Ship PE SP Pine Green.jpg
Air Jordan 1 High Zoom Air CMFT 2 Black Fire Red Cement,Jordan,150,2023-03-01,115,157,429,80,0.093151,171,-0.1,141,135,feetflix/Jordan 1 High Zoom Air CMFT 2 Black Fire Red Cement.jpg
Nike Air Max 1 Travis Scott Cactus Jack Saturn Gold,Nike,150,2022-05-27,166,290,1804,116,0.158302,10539,0.88,322,282,feetflix/Nike Air Max 1 Travis Scott Cactus Jack Saturn Gold.jpg
Nike Dunk Low Essential Paisley Pack Orange W,Nike,120,2022-05-01,125,221,522,105,0.238451,7982,0.167,177,140,feetflix/Nike Dunk Low Essential Paisley Pack Orange W.jpg
Air Jordan 1 Low Mocha,Jordan,100,2021-11-19,196,240,353,129,0.124284,7926,1.125,208,213,feetflix/Jordan 1 Low Mocha.jpg
Air Jordan 1 Mid Reverse Bred 2021,Jordan,120,2022-02-01,97,99,246,54,0.095156,6411,-0.104,118,108,feetflix/Jordan 1 Mid Reverse Bred 2021.jpg
Nike Air Max 1 Kasina Won-Ang Orange,Nike,160,2022-06-08,139,225,616,110,0.151483,4775,0.706,207,273,feetflix/Nike Air Max 1 Kasina Won-Ang Orange.jpg
Air Jordan 1 Retro High Black Metallic Gold (2020),Jordan,170,2020-11-30,163,260,423,100,0.116907,3547,0.05,203,179,feetflix/Jordan 1 Retro High Black Metallic Gold (2020).jpg
Nike Air Max 1 Light Madder Root Worn Blue,Nike,150,2022-05-19,93,117,421,64,0.058725,3215,-0.167,143,125,feetflix/Nike Air Max 1 Light Madder Root Worn Blue.jpg
Air Jordan 1 Low Vintage Stealth Grey,Jordan,110,2022-09-02,152,190,298,115,0.092767,3196,0.938,171,214,feetflix/Air Jordan 1 Low Vintage Stealth Grey.jpg
Nike Dunk Low Golden Gals Metallic Silver W,Nike,110,2021-12-09,174,223,419,111,0.224351,2935,0.709,209,188,feetflix/Nike Dunk Low Golden Gals Metallic Silver W.jpg
Nike Air Max 270 Black White,Nike,160,2018-03-02,101,102,179,55,0.108289,2866,-0.381,114,99,feetflix/Nike Air Max 270 Black White.jpg
Air Jordan 1 Low Black Dark Powder Blue W,Jordan,120,2022-07-27,112,115,231,89,0.159244,2241,0.042,134,125,feetflix/Jordan 1 Low Black Dark Powder Blue W.jpg
Nike Air Force 1 Low 40th Anniversary Edition Split Black White,Nike,150,2022-11-01,114,250,372,95,0.0,2045,-0.34,145,99,feetflix/Nike Air Force 1 Low 40th Anniversary Edition Split Black White.jpg
Converse Chuck Taylor All-Star 70 Ox Comme des Garcons PLAY Black,Converse,120,2019-07-03,99,140,308,78,0.136697,2032,-0.133,139,104,feetflix/Converse Chuck Taylor All-Star 70 Ox Comme des Garcons PLAY Black.jpg
Nike Kyrie Flytrap V Wolf Grey,Nike,90,2022-02-14,58,55,209,32,0.097521,2023,-0.1,83,81,feetflix/Nike Kyrie Flytrap V Wolf Grey.jpg
Air Jordan 1 Low SE Light Olive W,Jordan,95,2022-09-02,189,202,295,110,0.173322,1970,0.989,169,189,feetflix/Jordan 1 Low SE Light Olive W.jpg
Nike Dunk High Washed Denim Pack W,Nike,110,2022-05-01,98,150,270,49,0.224822,1952,0.436,133,158,feetflix/Nike Dunk High Washed Denim Pack W.jpg
Air Jordan 2 Retro Low Two 18,Jordan,200,2022-10-21,84,210,447,79,0.154716,1903,-0.1,187,180,feetflix/Jordan 2 Retro Low Two 18.jpg
Air Jordan 1 Retro High Light Army Rust Shadow Patina,Jordan,170,2021-05-04,129,186,328,87,0.13339,1874,0.06,176,181,feetflix/Jordan 1 Retro High Light Army Rust Shadow Patina.jpg
New Balance 9060 Black Castlerock Grey,New Balance,150,2022-09-02,166,246,406,100,0.158853,1569,0.26,186,189,feetflix/New Balance 9060 Black Castlerock Grey.jpg
Puma LaMelo Ball MB.01 Lo Green Gecko,Puma,120,2022-10-21,102,130,539,86,0.095115,1553,0.321,140,159,feetflix/Puma LaMelo Ball MB.01 Lo Green Gecko.jpg
Nike React Phantom Run Flyknit 2 Oreo W,Nike,140,2020-07-07,99,90,175,51,0.042301,1448,-0.043,137,134,feetflix/Nike React Phantom Run Flyknit 2 Oreo W.jpg
Reebok Club C 85 TV Chalk Glen Green,Reebok,90,2018-12-19,65,71,157,36,0.066099,1311,-0.167,84,75,feetflix/Reebok Club C 85 TV Chalk Glen Green.jpg
Air Jordan 1 Mid Triple White 2022,Jordan,120,2022-08-01,110,105,195,65,0.123025,1126,-0.067,128,112,feetflix/Jordan 1 Mid Triple White 2022.jpg
Nike Air Max BW OG Persian Violet 2021,Nike,130,2021-09-09,135,204,340,103,0.137067,1086,0.411,190,184,feetflix/Nike Air Max BW OG Persian Violet 2021.jpg
Puma LaMelo Ball MB.02 Nickelodeon Slime GS,Puma,110,2022-12-21,125,180,225,100,0.133537,742,0.8,128,198,feetflix/Puma LaMelo Ball MB.02 Nickelodeon Slime GS.jpg
Nike Air Max 270 Bred 2022,Nike,150,2022-03-17,97,135,306,80,0.0,711,-0.353,177,97,feetflix/Nike Air Max 270 Bred 2022.jpg
Nike Dunk High Retro Reverse Goldenrod,Nike,125,2022-11-23,104,125,195,65,0.103341,695,-0.222,111,98,feetflix/Nike Dunk High Retro Reverse Goldenrod.jpg
New Balance 574 Grey Sea Salt,New Balance,85,2022-05-27,82,82,189,45,0.099392,491,0.047,92,89,feetflix/New Balance 574 Grey Sea Salt.jpg
Air Jordan 1 Retro Low Golf Black Croc,Jordan,140,2023-01-07,124,150,423,98,0.119464,488,0.257,171,176,feetflix/Jordan 1 Retro Low Golf Black Croc.jpg
Nike Air Max Plus University Gold Viotech Purple,Nike,185,2022-07-12,90,117,230,82,0.107373,379,-0.35,154,121,feetflix/Nike Air Max Plus University Gold Viotech Purple.jpg
New Balance 550 White Dark Mercury W,New Balance,110,2023-02-01,104,100,250,80,0.103361,377,0.264,138,139,feetflix/New Balance 550 White Dark Mercury W.jpg
Nike Air Max Pre-Day Black Gum,Nike,140,2022-06-01,78,120,286,70,0.338411,366,-0.379,123,87,feetflix/Nike Air Max Pre-Day Black Gum.jpg
Air Jordan 2 Retro Low UNC To Chicago W,Jordan,150,2023-03-08,109,145,223,97,0.200448,220,-0.207,160,119,feetflix/Jordan 2 Retro Low UNC To Chicago W.jpg
New Balance 993 MiUSA Kith Spring 101,New Balance,210,2023-03-10,450,561,824,380,0.0,115,1.902,509,610,feetflix/New Balance 993 MiUSA Kith Spring 101.jpg
Nike Giannis Immortality 2 Smoothie,Nike,85,2022-12-20,74,74,164,68,0.145239,96,0.776,99,151,feetflix/Nike Giannis Immortality 2 Smoothie.jpg
Nike Air More Uptempo Slide OG Black White,Nike,85,2022-05-01,140,110,280,110,0.119028,61,0.659,148,141,feetflix/Nike Air More Uptempo Slide OG Black White.jpg
Air Jordan 1 Mid Mystic Navy Mint Foam,Jordan,120,2022-04-01,106,180,295,40,0.139459,8706,0.156,136,139,feetflix/Jordan 1 Mid Mystic Navy Mint Foam.jpg
Air Jordan 5 Retro Moonlight 2021,Jordan,190,2021-09-25,209,245,550,135,0.074026,7271,0.437,231,273,feetflix/Jordan 5 Retro Moonlight 2021.jpg
adidas Ultra Boost 4.0 DNA White,adidas,200,2021-03-04,121,153,299,25,0.120554,7164,-0.03,129,194,feetflix/adidas Ultra Boost 4.0 DNA White.jpg
Air Jordan 1 Mid Coconut Milk W,Jordan,120,2022-02-04,103,132,202,65,0.157087,6887,0.073,141,129,feetflix/Jordan 1 Mid Coconut Milk W.jpg
Nike Dunk Low Championship Goldenrod 2021,Nike,100,2021-12-16,122,151,240,99,0.07716,6519,0.644,153,165,feetflix/Nike Dunk Low Championship Goldenrod 2021.jpg
Air Jordan 1 Mid Banned (2020),Jordan,115,2020-11-12,133,185,350,100,0.063293,4989,0.348,182,155,feetflix/Jordan 1 Mid Banned (2020).jpg
Air Jordan 1 Low Ashen Slate,Jordan,110,2022-05-03,190,210,347,108,0.089838,4499,0.727,171,190,feetflix/Jordan 1 Low Ashen Slate.jpg
Nike Dunk Low Reverse UNC W,Nike,100,2022-08-24,142,202,345,102,0.200482,3798,0.399,167,140,feetflix/Nike Dunk Low Reverse UNC W.jpg
adidas Ultra Boost 4.0 DNA Triple Black,adidas,200,2020-12-12,79,195,299,30,0.140173,3687,-0.407,117,119,feetflix/adidas Ultra Boost 4.0 DNA Triple Black.jpg
adidas Yeezy Boost 350 V2 Sand Taupe,adidas,220,2020-12-19,260,306,511,100,0.175521,3359,0.041,284,229,feetflix/adidas Yeezy Boost 350 V2 Sand Taupe.jpg
Air Jordan 1 Retro High White Black Volt University Gold,Jordan,170,2021-01-09,129,145,350,90,0.102361,3214,-0.218,157,133,feetflix/Jordan 1 Retro High White Black Volt University Gold.jpg
adidas Yeezy Boost 350 V2 Ash Pearl,adidas,220,2021-03-20,245,282,499,175,0.179622,3209,0.277,280,281,feetflix/adidas Yeezy Boost 350 V2 Ash Pearl.jpg
Air Jordan 1 Mid Wolf Grey Aluminum W,Jordan,115,2021-07-15,177,235,416,147,0.148553,3198,1.261,271,260,feetflix/Jordan 1 Mid Wolf Grey Aluminum W.jpg
Nike LD Waffle sacai CLOT Kiss of Death Net Orange Blaze,Nike,170,2021-09-14,135,195,329,101,0.296735,3003,-0.176,181,140,feetflix/Nike LD Waffle sacai CLOT Kiss of Death Net Orange Blaze.jpg
Nike Dunk Low Disrupt 2 Panda W,Nike,120,2022-07-23,130,144,391,95,0.120465,2914,0.052,154,127,feetflix/Nike Dunk Low Disrupt 2 Panda W.jpg
adidas Yeezy 700 V3 Fade Salt,adidas,210,2022-09-22,190,216,500,129,0.0,2898,0.048,214,220,feetflix/adidas Yeezy 700 V3 Fade Salt.jpg
Nike Air Trainer 1 SP Dark Smoke Grey,Nike,150,2022-03-17,109,150,259,61,0.173934,2844,0.086,133,163,feetflix/Nike Air Trainer 1 SP Dark Smoke Grey.jpg
Air Jordan 1 High Element Gore-Tex Berry,Jordan,200,2022-03-28,114,176,351,102,0.144201,2782,0.25,174,250,feetflix/Jordan 1 High Element Gore-Tex Berry.jpg
Air Jordan 4 Retro Taupe Haze,Jordan,200,2021-02-27,399,448,734,250,0.181921,2705,1.053,443,411,feetflix/Jordan 4 Retro Taupe Haze.jpg
Air Jordan 1 Mid SE Multi Color 2022 W,Jordan,135,2022-09-14,124,118,338,87,0.09802,2644,-0.052,142,128,feetflix/Jordan 1 Mid SE Multi Color 2022 W.jpg
Air Jordan 6 Retro Black Infrared (2019),Jordan,200,2019-02-16,278,445,687,211,0.115344,2073,0.715,356,344,feetflix/Jordan 6 Retro Black Infrared (2019).jpg
New Balance 9060 Sea Salt,New Balance,150,2022-07-19,192,198,377,120,0.09414,1926,0.42,200,213,feetflix/New Balance 9060 Sea Salt.jpg
adidas Ultra Boost 5.0 DNA Triple Black,adidas,190,2022-06-16,97,104,285,63,0.152515,1838,-0.558,109,84,feetflix/adidas Ultra Boost 5.0 DNA Triple Black.jpg
Nike Kyrie Infinity Mother Nature & Father Time,Nike,130,2022-05-01,70,130,276,25,0.272809,1802,-0.254,116,97,feetflix/Nike Kyrie Infinity Mother Nature & Father Time.jpg
Nike Dunk High AMBUSH Flash Lime,Nike,180,2021-07-30,153,193,310,122,0.195365,1609,0.552,204,280,feetflix/Nike Dunk High AMBUSH Flash Lime.jpg
Nike Dunk High Chocolate,Nike,110,2022-04-01,111,230,326,66,0.220074,1607,0.036,127,114,feetflix/Nike Dunk High Chocolate.jpg
adidas Ultra Boost 1.0 Cream Chalk (2018/2022),adidas,200,2018-10-03,122,175,410,110,0.084221,1359,-0.295,172,141,feetflix/adidas Ultra Boost 1.0 Cream Chalk (2018-2022).jpg
adidas Sambarose White Black Gum (W),adidas,100,2018-06-01,101,125,221,50,0.271944,1321,0.11,98,111,feetflix/adidas Sambarose White Black Gum (W).jpg
Nike Dunk High 1985 Enamel Green Denim W,Nike,130,2022-11-30,86,97,201,40,0.146038,1315,-0.185,123,106,feetflix/Nike Dunk High 1985 Enamel Green Denim W.jpg
Nike LeBron 20 Stocking Stuffer,Nike,200,2022-12-25,147,196,466,140,0.115302,1191,-0.1,217,180,feetflix/Nike LeBron 20 Stocking Stuffer.jpg
Air Jordan 1 Retro Low Golf Royal Toe,Jordan,140,2022-09-02,112,145,230,95,0.137974,944,0.179,133,165,feetflix/Jordan 1 Retro Low Golf Royal Toe.jpg
Air Jordan 1 Mid Ice Blue 2022 PS,Jordan,75,2022-09-19,71,82,207,58,0.167246,872,0.2,100,90,feetflix/Jordan 1 Mid Ice Blue 2022 PS.jpg
Nike Air Force 1 Low SP Billie Eilish Sequoia,Nike,140,2022-12-14,108,110,304,84,0.199051,759,-0.029,134,136,feetflix/Nike Air Force 1 Low SP Billie Eilish Sequoia.jpg
Nike Air Max 97 Bone Beige,Nike,170,2022-05-14,109,150,263,50,0.164092,740,-0.359,137,109,feetflix/Nike Air Max 97 Bone Beige.jpg
Nike Air Structure OG White Neo Teal,Nike,120,2021-03-30,75,66,204,62,0.189716,656,-0.239,107,92,feetflix/Nike Air Structure OG White Neo Teal.jpg
Air Jordan 1 Low PRM Smoke Grey Elephant,Jordan,110,2021-03-07,333,410,534,153,0.068277,465,2.318,344,365,feetflix/Jordan 1 Low PRM Smoke Grey Elephant.jpg
Nike Zoom Vomero 5 SP Anthracite,Nike,160,2019-02-01,106,140,500,94,0.15986,435,-0.213,137,126,feetflix/Nike Zoom Vomero 5 SP Anthracite.jpg
New Balance 9060 Lunar New Year Timberwolf Grey,New Balance,160,2023-01-02,157,175,302,119,0.173762,391,0.156,187,185,feetflix/New Balance 9060 Lunar New Year Timberwolf Grey.jpg
Nike Dunk Low Ocean Bliss Citron Tint W,Nike,110,2023-03-01,108,126,187,94,0.123757,379,0.136,128,125,feetflix/Nike Dunk Low Ocean Bliss Citron Tint W.jpg
Nike Air Max 1 Design by Japan W,Nike,0,2022-05-01,177,230,350,160,0.086433,363,0.0,228,232,feetflix/Nike Air Max 1 Design by Japan W.jpg
Nike Kyrie Flytrap 4 White Purple Pulse,Nike,90,2021-03-23,74,250,269,64,0.092493,299,0.222,104,110,feetflix/Nike Kyrie Flytrap 4 White Purple Pulse.jpg
adidas Ultra Boost 1.0 DNA Triple Black,adidas,200,2022-11-30,96,100,164,45,0.202672,226,-0.595,105,81,feetflix/adidas Ultra Boost 1.0 DNA Triple Black.jpg
Nike Invincible Run 3 White Cobalt Bliss,Nike,180,2023-01-05,176,180,284,145,0.19663,215,-0.144,184,154,feetflix/Nike Invincible Run 3 White Cobalt Bliss.jpg
adidas Samba OG Notting Hill Carnival,adidas,110,2022-08-27,106,125,233,65,0.144335,104,0.084,140,120,feetflix/adidas Samba OG Notting Hill Carnival.jpg
Nike Dunk Low Judge Grey,Nike,100,2022-08-30,174,250,434,106,0.107534,12218,0.92,165,192,feetflix/Nike Dunk Low Judge Grey.jpg
Nike SB Dunk Low Philadelphia Phillies,Nike,115,2022-07-26,224,355,625,100,0.251098,8839,1.087,236,240,feetflix/Nike SB Dunk Low Philadelphia Phillies.jpg
Air Jordan 3 Retro Cardinal GS,Jordan,150,2022-02-19,138,145,211,90,0.059004,7536,0.107,154,166,feetflix/Jordan 3 Retro Cardinal GS.jpg
Nike Blazer Low Sacai White Patent Leather,Nike,120,2022-03-31,90,98,312,33,0.157905,6485,-0.208,128,95,feetflix/Nike Blazer Low Sacai White Patent Leather.jpg
Nike Air Trainer 1 SP Travis Scott Grey Haze,Nike,160,2022-05-27,87,125,651,60,0.172744,5527,-0.125,175,140,feetflix/Nike Air Trainer 1 SP Travis Scott Grey Haze.jpg
UGG Classic Ultra Mini Platform Chestnut W,UGG,150,2021-11-01,148,220,526,109,0.241602,5500,0.033,248,155,feetflix/UGG Classic Ultra Mini Platform Chestnut W.jpg
Nike Dunk Low Wolf Grey Pure Platinum,Nike,160,2022-10-15,179,235,381,140,0.058256,5247,0.45,203,232,feetflix/Nike Dunk Low Wolf Grey Pure Platinum.jpg
Air Jordan 1 Low Black University Blue White W,Jordan,100,2021-12-14,140,140,261,118,0.114617,5120,0.43,163,143,feetflix/Jordan 1 Low Black University Blue White W.jpg
Air Jordan 1 Low SE True Blue,Jordan,110,2022-06-22,125,137,399,83,0.066506,4865,0.264,130,139,feetflix/Jordan 1 Low SE True Blue.jpg
Nike Dunk Low Certified Fresh,Nike,120,2022-09-03,139,160,326,90,0.124048,4807,0.789,156,215,feetflix/Nike Dunk Low Certified Fresh.jpg
Air Jordan 1 Mid SE Dark Chocolate,Jordan,130,2021-11-26,155,170,280,101,0.175575,4393,0.5,154,195,feetflix/Jordan 1 Mid SE Dark Chocolate.jpg
Nike Dunk Low Michigan State,Nike,100,2021-06-03,339,421,694,240,0.28878,4326,1.849,352,285,feetflix/Nike Dunk Low Michigan State.jpg
Air Jordan 1 Low Cardinal Red,Jordan,100,2022-03-29,99,150,225,80,0.12916,4237,0.3,124,130,feetflix/Jordan 1 Low Cardinal Red.jpg
Crocs Pollex Clog by Salehe Bembury Cobbler,Crocs,85,2022-08-19,84,101,380,40,0.158116,3948,0.012,115,86,feetflix/Crocs Pollex Clog by Salehe Bembury Cobbler.jpg
Air Jordan 1 Mid Taxi,Jordan,125,2022-08-20,117,130,300,85,0.127999,3847,0.281,135,161,feetflix/Air Jordan 1 Mid Taxi.jpg
Nike Air Trainer SC High Auburn,Nike,150,2022-05-01,86,131,428,45,0.214869,3669,-0.427,142,86,feetflix/Nike Air Trainer SC High Auburn.jpg
Nike Air Force 1 Low Carabiner Swoosh Red,Nike,130,2022-03-01,112,145,309,80,0.112611,3465,0.245,140,162,feetflix/Nike Air Force 1 Low Carabiner Swoosh Red.jpg
Air Jordan 5 Retro Low PSG 2022,Jordan,200,2022-09-03,160,201,499,114,0.113777,3410,-0.025,189,195,feetflix/Jordan 5 Retro Low PSG 2022.jpg
Air Jordan 1 Retro High Electro Orange,Jordan,170,2021-07-17,149,174,423,91,0.120724,3408,0.104,199,188,feetflix/Jordan 1 Retro High Electro Orange.jpg
Nike Air Max Plus atmos White Hyper Jade,Nike,175,2021-12-07,113,160,293,68,0.078864,3363,-0.04,160,168,feetflix/Nike Air Max Plus atmos White Hyper Jade.jpg
"Timberland 6"" Premium Waterproof Boot Wheat",Timberland,210,2019-01-05,108,140,285,75,0.071757,3138,-0.467,135,112,"feetflix/Timberland 6"" Premium Waterproof Boot Wheat.jpg"
Nike Dunk Low Retro Reverse Panda,Nike,110,2022-10-01,164,295,650,134,0.486782,3126,0.482,215,163,feetflix/Nike Dunk Low Retro Reverse Panda.jpg
Air Jordan 1 Retro High Tokyo Bio Hack,Jordan,170,2020-09-04,228,350,492,180,0.105046,2917,0.935,254,329,feetflix/Jordan 1 Retro High Tokyo Bio Hack.jpg
Air Jordan 1 Elevate Low Wolf Grey W,Jordan,140,2022-02-19,114,134,298,106,0.0,2914,-0.153,182,119,feetflix/Jordan 1 Elevate Low Wolf Grey W.jpg
Nike Air Force 1 Shadow Triple White (W),Nike,120,2019-10-03,91,100,195,60,0.098367,2909,-0.067,100,112,feetflix/Nike Air Force 1 Shadow Triple White (W).jpg
UGG Neumel Boot Black,UGG,130,2022-02-01,97,73,205,25,0.143108,2870,-0.262,99,96,feetflix/UGG Neumel Boot Black.jpg
Nike Hot Step Air Terra Drake NOCTA Black Yellow,Nike,180,2022-09-16,94,137,462,40,0.273206,2798,-0.294,155,127,feetflix/Nike Hot Step Air Terra Drake NOCTA Black Yellow.jpg
Nike Dunk Low SP Undefeated 5 On It Black,Nike,120,2021-09-08,147,260,440,91,0.308976,2676,0.417,236,170,feetflix/Nike Dunk Low SP Undefeated 5 On It Black.jpg
Air Jordan 1 Retro Low Golf Triple White,Jordan,140,2022-01-20,77,125,223,40,0.163013,2450,-0.167,125,117,feetflix/Jordan 1 Retro Low Golf Triple White.jpg
Nike Dunk High 1985 SP Orange Acid Wash,Nike,130,2022-02-23,68,115,230,50,0.129553,2353,-0.123,123,114,feetflix/Nike Dunk High 1985 SP Orange Acid Wash.jpg
Nike Air Max Terrascape Plus Black Lime,Nike,170,2021-11-01,98,107,270,75,0.117372,2155,-0.225,142,132,feetflix/Nike Air Max Terrascape Plus Black Lime.jpg
Air Jordan 5 Retro Raging Bull Red 2021 GS,Jordan,140,2021-04-10,107,175,275,46,0.149298,2089,0.341,146,188,feetflix/Jordan 5 Retro Raging Bull Red 2021 GS.jpg
Nike Dunk High Lakers,Nike,110,2022-08-16,74,95,330,62,0.232477,2022,-0.3,109,77,feetflix/Nike Dunk High Lakers.jpg
Nike SB Dunk Low Pro Parra Abstract Art 2021,Nike,110,2021-07-31,258,512,722,200,0.176018,1988,2.182,402,350,feetflix/Nike SB Dunk Low Pro Parra Abstract Art 2021.jpg
Nike SB Dunk Low HUF New York City,Nike,130,2022-11-16,204,260,687,108,0.102333,1910,1.246,252,293,feetflix/Nike SB Dunk Low HUF New York City.jpg
